"run","k","rmse","ce"
3,16,0.363075407196554,0.49164144099742
3,17,0.360475212044055,0.485238499288763
3,18,0.359659144270015,0.48339251397542
3,19,0.359883349109146,0.484025255036227
3,20,0.359083675341343,0.482429904327379
3,21,0.358464653820655,0.481326437528622
3,22,0.359007506056298,0.482953764805119
3,23,0.357427962483685,0.479233028660334
3,24,0.357644479995444,0.480074688010698
3,25,0.357092901133991,0.478903859477049
3,26,0.356453674471935,0.477514194023011
3,27,0.356577787621957,0.478149262977964
3,28,0.356590806172435,0.478641623909025
3,29,0.355561009837949,0.47618475953849
3,30,0.355686546297906,0.476715512310076
3,31,0.356370320092085,0.478658621132513
3,32,0.354628873941114,0.474528983027669
3,33,0.354434078423702,0.47424808982836
3,34,0.35494586411346,0.475533224449719
3,35,0.354716616024613,0.47547582480555
3,36,0.354001229919329,0.47393951620608
3,37,0.354455148905398,0.47524026081372
3,38,0.354379679935802,0.475146575747581
3,39,0.353287460895653,0.472773183620769
3,40,0.3539076711075,0.474418055957298
4,1,0.380554889014897,0.531062030335239
4,2,0.372333940617215,0.509441474543792
4,3,0.369837207224328,0.502973223197697
4,4,0.367839370223927,0.498614467709049
4,5,0.366941767626332,0.497514223655894
4,6,0.367222077092951,0.499071108054954
4,7,0.365485755353551,0.495264062756728
4,8,0.364610053686609,0.493437158712784
4,9,0.367667716917505,0.50138729522543
4,10,0.37048982220916,0.509106519968235
4,11,0.368655269435837,0.50468066950119
4,12,0.365312840989464,0.496322993045573
4,13,0.364399779295084,0.493953066492709
4,14,0.36409423091175,0.493549659892711
4,15,0.362384320467479,0.489406858741223
4,16,0.361642319953792,0.487770078130543
4,17,0.362543144462328,0.490892031492452
4,18,0.36014601303454,0.484508784465798
4,19,0.359436611896911,0.483133681039494
4,20,0.359814061253743,0.484501686704243
4,21,0.358441583100311,0.48102443940711
4,22,0.35871276305182,0.482549784457609
4,23,0.358171020846398,0.481232137004987
4,24,0.357861174280332,0.480472284358996
4,25,0.357222073189803,0.479195310628476
4,26,0.357260031624952,0.479648303142165
4,27,0.356428393383778,0.477802588946437
4,28,0.355924173574521,0.476842436506307
4,29,0.356348188029106,0.478327803215934
4,30,0.354761678115442,0.474383453744426
4,31,0.35567499394877,0.476871225083069
4,32,0.355765442573889,0.477280564909813
4,33,0.355103097516935,0.475915581056901
4,34,0.354285093602666,0.474114456791981
4,35,0.354995255150735,0.476164098528277
4,36,0.353651825245509,0.473016912943141
4,37,0.354306239180064,0.474840089675736
4,38,0.354122517100153,0.474588949146138
4,39,0.353785880843354,0.473904720308416
4,40,0.353281611524318,0.472840194776977
5,1,0.380554889014897,0.531062030335239
5,2,0.372332838164613,0.509423446257733
5,3,0.369832142909782,0.502907684699585
5,4,0.367856136866748,0.498820741391704
5,5,0.36711901663943,0.497986594280324
5,6,0.366841395746031,0.498166440282987
5,7,0.36529131978602,0.49458409840531
5,8,0.364178342744528,0.491990866360705
5,9,0.36722651675465,0.500220992036397
5,10,0.366167231027587,0.49752192071895
5,11,0.366623107207014,0.500386268917617
5,12,0.365773900342187,0.497596993604587
5,13,0.364568664521042,0.494570231495401
5,14,0.36569697952791,0.497724702416066
5,15,0.363194714888994,0.491658313598824
5,16,0.361123890433444,0.486352226156669
5,17,0.360899121322418,0.486352914205678
5,18,0.359751203961213,0.483537416803631
5,19,0.358954615941444,0.48196888296469
5,20,0.359016951740794,0.482259905001424
5,21,0.358678517941315,0.481668075799545
5,22,0.358472552124949,0.481562877320043
5,23,0.358306636803694,0.4817198769134
5,24,0.357217272826576,0.478950727438964
5,25,0.35706625161167,0.478874469577282
5,26,0.356263528330478,0.477008554955009
5,27,0.356101968328984,0.477022414931076
5,28,0.356406470860219,0.478045997235139
5,29,0.355328103316536,0.475687281674616
5,30,0.355033254998018,0.475107780347915
5,31,0.355177898599491,0.475695361464488
5,32,0.354922486718476,0.475217068357401
5,33,0.354935167991453,0.475478836759372
5,34,0.354449128487308,0.474599978814262
5,35,0.354684596290823,0.475452047280738
5,36,0.354308879566431,0.474644799425712
5,37,0.35373321001029,0.473400522926629
5,38,0.35366721625017,0.473428783243622
5,39,0.354271635984063,0.475136223112822
5,40,0.353805978283689,0.474108527991719
6,1,0.380554889014897,0.531062030335235
6,2,0.372332014072164,0.509416195141973
6,3,0.369833424935708,0.502948692144134
6,4,0.367931959516732,0.499058993514969
6,5,0.367151943986831,0.498127724191077
6,6,0.366300291459029,0.496496923066175
6,7,0.369176294575471,0.505777630603902
6,8,0.364588406341254,0.493165832505936
6,9,0.364134571296174,0.492565190534205
6,10,0.367531957617091,0.501863968774375
6,11,0.365182810191704,0.495755779718707
6,12,0.364744436890279,0.494528897515475
6,13,0.364025776178362,0.493233889512535
6,14,0.361935680938974,0.487810201414038
6,15,0.361706712130033,0.487416074989067
6,16,0.361972461846903,0.488501507842048
6,17,0.36092965651327,0.486199129310429
6,18,0.35944444160008,0.482830359037148
6,19,0.359600639393182,0.483623594260992
6,20,0.358988478298373,0.48212389932119
6,21,0.358912886887739,0.482435285983041
6,22,0.358530123982167,0.481631317801022
6,23,0.358141862942469,0.480953973527895
6,24,0.357653896742776,0.480160714683081
6,25,0.357554105653022,0.480171786839858
6,26,0.356720590003835,0.478182020324048
6,27,0.356164047666202,0.47712778117335
6,28,0.3559228787178,0.476950510054856
6,29,0.3553720792432,0.475586595571656
6,30,0.35550616952319,0.476282960013639
6,31,0.355405980004871,0.476375762607709
6,32,0.354779237745988,0.474930854763692
6,33,0.355210597934922,0.476225338978215
6,34,0.354721051920084,0.475202945010564
6,35,0.354140328982069,0.473937207134067
6,36,0.354512737073985,0.474968675104638
6,37,0.353813326240123,0.473545386570109
6,38,0.354546537317852,0.475666820918929
6,39,0.35377138938039,0.473861108248584
6,40,0.353558074767501,0.473485505181127
7,1,0.380554889014897,0.531062030335239
7,2,0.372312399481484,0.509204164645917
7,3,0.369832789269032,0.502900620514417
7,4,0.367929118876161,0.499086690968073
7,5,0.367148279904379,0.498098149384613
7,6,0.367027032514252,0.498792479337734
7,7,0.370906037259056,0.509663440250418
7,8,0.364079040504496,0.49153298834325
7,9,0.368067523104313,0.503143102813387
7,10,0.369293874984376,0.506607406923053
7,11,0.365896301462287,0.497394814676345
7,12,0.364518439636485,0.4943236471874
7,13,0.363089690933384,0.490709136353093
7,14,0.363205613941222,0.491403771471338
7,15,0.36180334872354,0.487837003032938
7,16,0.361354232085561,0.487140122163733
7,17,0.361939186101678,0.489320725520208
7,18,0.360934415866689,0.486948974900266
7,19,0.359371670299393,0.48281075012331
7,20,0.358968812234434,0.482257570469185
7,21,0.358245418449864,0.480543080328042
7,22,0.358091996123124,0.480474399267182
7,23,0.358272474446931,0.481475468312377
7,24,0.357422680486135,0.479569104949155
7,25,0.357628739498202,0.480282617637649
7,26,0.356771268618082,0.478461182512236
7,27,0.356324573304828,0.47748924357074
7,28,0.35627573451951,0.477738960099821
7,29,0.355826317986625,0.476874397972179
7,30,0.355240845156969,0.475558774212638
7,31,0.355289523502787,0.475994167403986
7,32,0.35560887010223,0.476939170540342
7,33,0.354550002018787,0.474554283233877
7,34,0.355444436533336,0.476932103309215
7,35,0.35422402898839,0.474322577675561
7,36,0.354108431856506,0.474149757832739
7,37,0.353711321923025,0.473292511810728
7,38,0.354393289994789,0.475140235923649
7,39,0.353499370155721,0.473268656449818
7,40,0.353910503466942,0.474358596927306
8,1,0.380554889014897,0.531062030335239
8,2,0.372333809350289,0.509425710129407
8,3,0.369833360227275,0.502930411069331
8,4,0.36788036043789,0.498956963636441
8,5,0.367028397198847,0.497334505032022
8,6,0.36679798640169,0.498304815066749
8,7,0.365528012504397,0.495581690290864
8,8,0.371154018407538,0.510650166106445
8,9,0.369073572355295,0.505470216914821
8,10,0.366393344137857,0.498150444047809
8,11,0.365263254491839,0.495793525895227
8,12,0.371543857553528,0.512744416352661
8,13,0.36362888654974,0.492041360528767
8,14,0.365357117564417,0.496839766530571
8,15,0.362817108033986,0.490493620882428
8,16,0.361196532882224,0.48669877666578
8,17,0.361976234886118,0.488799483818745
8,18,0.360915142626197,0.486587225824072
8,19,0.359386392746719,0.483017452174408
8,20,0.358693996615517,0.48157123997688
8,21,0.358742337461655,0.482016961641556
8,22,0.357958427288824,0.480368027418611
8,23,0.357587194521054,0.479647671344507
8,24,0.358401774627957,0.481934547659495
8,25,0.358190205807579,0.481542506028965
8,26,0.356725535202245,0.478223032768494
8,27,0.35698695269352,0.479217138343122
8,28,0.356057030256233,0.477156654930935
8,29,0.35574532159664,0.476552977214036
8,30,0.355516078605227,0.476429519573701
8,31,0.355201461289728,0.475706037782317
8,32,0.35469935344667,0.474613104986243
8,33,0.354948691483587,0.47555939994027
8,34,0.354526643389193,0.474770536165003
8,35,0.354093061185509,0.473903213886474
8,36,0.354443664894248,0.474984115967596
8,37,0.353974003834479,0.474113490128595
8,38,0.354443950887513,0.475306950672408
8,39,0.353849483752514,0.474082261008636
8,40,0.35352727725709,0.473357278441149
9,1,0.380554889014897,0.531062030335239
9,2,0.372318407208088,0.509267841717428
9,3,0.369835659200902,0.502986559216156
9,4,0.367839144757238,0.498683269935237
9,5,0.367044481066705,0.497710499980689
9,6,0.366472388608495,0.497305912715972
9,7,0.367886936647425,0.502329019522368
9,8,0.368615811710761,0.504561640300131
9,9,0.363155966074215,0.489182383126516
9,10,0.367029708289325,0.500828321510339
9,11,0.368066239502157,0.5030474844496
9,12,0.369968086242488,0.509491645800945
9,13,0.36453030394019,0.494463826641317
9,14,0.364466347195076,0.494767491916654
9,15,0.363637267192756,0.493072945202943
9,16,0.362284704328376,0.489369569504696
9,17,0.36041348308276,0.485072127557202
9,18,0.359911165626657,0.483958721989117
9,19,0.360633030948559,0.486221247748501
9,20,0.359418519128316,0.483209372904187
9,21,0.358666985095084,0.481980693102639
9,22,0.359068371246065,0.482971462263512
9,23,0.358240712640108,0.481118150217268
9,24,0.357953900650221,0.480848275546363
9,25,0.357018330144724,0.47871225347609
9,26,0.356408660356217,0.477597513844585
9,27,0.356581127936746,0.47814139462592
9,28,0.355428839113566,0.475500923200606
9,29,0.355395301160109,0.475793930142246
9,30,0.355131210128879,0.475310667295472
9,31,0.354820986545093,0.474848156504643
9,32,0.355557416560027,0.476832114088604
9,33,0.354523177759597,0.474515617629762
9,34,0.35468994779663,0.475094489187038
9,35,0.354182390258606,0.474116633041099
9,36,0.354875996127894,0.47593066458552
9,37,0.353824205535476,0.473556962099922
9,38,0.35413309296324,0.474686618054118
9,39,0.353995151803843,0.474369968498967
9,40,0.353395280052353,0.473129611770659
10,1,0.380554889014897,0.531062030335239
10,2,0.372329597450678,0.509423659397731
10,3,0.369835816130013,0.502973798070998
10,4,0.367827387104067,0.498506877205239
10,5,0.366921334795124,0.496943158353888
10,6,0.36617327275592,0.496124673450965
10,7,0.365207788187762,0.494387614253708
10,8,0.373516164895465,0.515906570276218
10,9,0.368200492113523,0.503463676557687
10,10,0.368680299639023,0.504356703367684
10,11,0.367348008177759,0.501709596195947
10,12,0.36468900142512,0.49436128282038
10,13,0.364668393308243,0.494649178530103
10,14,0.363778402702277,0.4926880925736
10,15,0.361764104708951,0.487568416934139
10,16,0.362304618417903,0.48972694249968
10,17,0.360488609040236,0.485157635495185
10,18,0.360860420129234,0.486388814667214
10,19,0.359186615575043,0.482385267092802
10,20,0.359816700100254,0.484437052995913
10,21,0.357859370177386,0.479699644848617
10,22,0.358583318267131,0.481695070911821
10,23,0.357433735659525,0.479115162572937
10,24,0.357265124211729,0.478996661448327
10,25,0.357105038526376,0.478973563943183
10,26,0.357462009825633,0.480397836019599
10,27,0.356423232188262,0.477724173076371
10,28,0.356239411647302,0.47763124198518
10,29,0.355505771069484,0.47610466221813
10,30,0.355581469523167,0.476381896030231
10,31,0.355139035422459,0.475682259577268
10,32,0.356132188119306,0.478249498482001
10,33,0.354747531343842,0.474969047044527
10,34,0.354183077880938,0.473933795306453
10,35,0.354702227311572,0.475508210157771
10,36,0.353951234755352,0.473681721893141
10,37,0.354043489551711,0.474230236347182
10,38,0.354240195638666,0.474905921931339
10,39,0.352917319604974,0.47172604304717
10,40,0.353484258469401,0.473304607943179
